KNN,,FKNN,
1,0.34615384615384615,0.8300721645355225,0.34615384615384615,0.9524497985839844
2,0.3230769230769231,0.9358916282653809,0.4,1.4626569747924805
3,0.3,1.040478229522705,0.4,1.736964225769043
4,0.33076923076923076,0.9858710765838623,0.36153846153846153,1.9608116149902344
5,0.3923076923076923,1.087827444076538,0.4230769230769231,2.2913978099823
6,0.43846153846153846,1.0710837841033936,0.45384615384615384,2.8348631858825684
7,0.4153846153846154,1.101304531097412,0.4076923076923077,2.8829736709594727
8,0.4230769230769231,1.2375712394714355,0.3923076923076923,3.1358091831207275
9,0.4461538461538462,1.0267047882080078,0.4307692307692308,3.1949045658111572
10,0.4,1.086927890777588,0.45384615384615384,3.3708689212799072
11,0.4153846153846154,1.2563543319702148,0.45384615384615384,3.9099795818328857
12,0.4461538461538462,1.1121282577514648,0.4461538461538462,4.581916809082031
13,0.45384615384615384,1.1809272766113281,0.45384615384615384,4.171389818191528
14,0.4846153846153846,1.0958757400512695,0.46153846153846156,4.562094688415527
15,0.4153846153846154,1.133939504623413,0.45384615384615384,4.7502281665802
16,0.4230769230769231,1.2179338932037354,0.43846153846153846,5.5767669677734375
17,0.4461538461538462,1.204028606414795,0.45384615384615384,5.729918003082275
18,0.4230769230769231,1.2278213500976562,0.43846153846153846,6.345820188522339
19,0.43846153846153846,1.4391505718231201,0.43846153846153846,6.149991512298584
20,0.4153846153846154,1.2448792457580566,0.4230769230769231,6.560937166213989
21,0.4076923076923077,1.3157944679260254,0.4307692307692308,7.220607757568359
22,0.4153846153846154,1.350606918334961,0.4153846153846154,7.13787579536438
23,0.4,1.252138614654541,0.4153846153846154,7.783984184265137
24,0.4307692307692308,1.3127334117889404,0.4,7.9072105884552
25,0.4153846153846154,1.2923641204833984,0.4230769230769231,8.330272197723389
