KNN,,FKNN,
1,0.6112852664576802,3.5816686153411865,0.6112852664576802,5.144082307815552
2,0.559375,4.093279838562012,0.61875,3.987304925918579
3,0.525,3.8844923973083496,0.6269592476489029,4.502111196517944
4,0.559375,4.365569114685059,0.6269592476489029,4.370307683944702
5,0.5329153605015674,4.3021299839019775,0.6520376175548589,3.8169994354248047
6,0.5611285266457681,3.8443093299865723,0.6426332288401254,4.377816200256348
7,0.5360501567398119,4.545250415802002,0.6394984326018809,4.8066771030426025
8,0.554858934169279,4.0226006507873535,0.64576802507837,5.049457788467407
9,0.5579937304075235,4.8953423500061035,0.64576802507837,5.396862745285034
10,0.5705329153605015,4.0896642208099365,0.6489028213166145,5.197256326675415
11,0.554858934169279,3.902384042739868,0.6551724137931034,5.546396493911743
12,0.5924764890282131,4.083346366882324,0.6489028213166145,5.727331638336182
13,0.5579937304075235,4.190714359283447,0.6363636363636364,6.170020580291748
14,0.5611285266457681,3.925992727279663,0.6489028213166145,6.387703895568848
15,0.54858934169279,3.8077316284179688,0.64576802507837,6.134215354919434
16,0.5454545454545454,4.112272024154663,0.6489028213166145,6.80405068397522
17,0.5454545454545454,4.330336332321167,0.646875,6.531434774398804
18,0.5391849529780565,4.0105555057525635,0.64576802507837,6.685248613357544
19,0.54375,4.29699444770813,0.6489028213166145,6.706843376159668
20,0.54858934169279,4.4960057735443115,0.6520376175548589,7.06652307510376
21,0.5579937304075235,4.30370306968689,0.6551724137931034,7.210127115249634
22,0.554858934169279,4.001762628555298,0.664576802507837,6.994685649871826
23,0.5736677115987461,4.015499830245972,0.658307210031348,7.357855558395386
24,0.567398119122257,4.176284313201904,0.6520376175548589,8.830500364303589
25,0.5705329153605015,4.029384613037109,0.6489028213166145,8.371551990509033
