,KNN,,,FKNN,,
k,Avg Score,Best Score,Time,Avg Score,Best Score,Time
1,0.5792182777094494,0.5985699693564862,30.11715531349182,0.5792182777094494,0.5985699693564862,34.00628066062927
2,0.5055137478893499,0.5163265306122449,28.87501573562622,0.5857505576285673,0.5979591836734693,28.185999870300293
3,0.4893858789685435,0.501532175689479,35.05001449584961,0.5963698901419608,0.6128702757916241,52.23700499534607
4,0.48611807133476476,0.5056179775280899,49.02403259277344,0.5941216568343374,0.609805924412666,59.07615947723389
5,0.4836672156094307,0.4989795918367347,48.72803330421448,0.6043301161118175,0.6251276813074566,50.663562297821045
6,0.4755008234141461,0.48314606741573035,41.54513597488403,0.6035133726626504,0.6220633299284984,48.282999992370605
7,0.4748856600863022,0.48621041879468846,45.92132806777954,0.6055550228262909,0.6281920326864147,47.649648904800415
8,0.47733589043380376,0.4851889683350358,48.60553979873657,0.6084140418169312,0.6322778345250255,50.94789719581604
9,0.4759071105459549,0.48314606741573035,42.316667556762695,0.6124981759813221,0.6424923391215526,48.091169357299805
10,0.4748839924120823,0.5061224489795918,32.13022541999817,0.6106585228575597,0.6316326530612245,38.86982822418213
11,0.4699881178211836,0.4897959183673469,35.977203607559204,0.609433824602364,0.6357142857142857,40.63564419746399
12,0.473868378812199,0.4943820224719101,36.63002943992615,0.6118836380313105,0.6387755102040816,38.36984634399414
13,0.4703958641679348,0.48416751787538304,31.82890510559082,0.6151510287465344,0.6346938775510204,33.01929044723511
14,0.46855954639261216,0.48314606741573035,33.705883741378784,0.6139273727877258,0.636734693877551,32.542107343673706
15,0.4640649559108628,0.47653061224489796,26.891331434249878,0.6131093785828938,0.6408163265306123,32.77847862243652
16,0.46467553313460225,0.48673469387755103,30.53987765312195,0.6116787225615476,0.6428571428571429,43.30366921424866
17,0.4656976089720873,0.48673469387755103,35.00637197494507,0.6120864689082988,0.639795918367347,55.03914499282837
18,0.46120760459444254,0.46938775510204084,43.780494689941406,0.615353651164245,0.6438775510204081,55.157955169677734
19,0.4640649559108628,0.4775510204081633,39.5807785987854,0.6171918450730649,0.6448979591836734,52.40451145172119
20,0.46753705363657216,0.4826530612244898,40.337533950805664,0.617396343624273,0.639795918367347,54.794665575027466
21,0.462026641095662,0.4790602655771195,29.113298654556274,0.6198474078088845,0.6408163265306123,38.81373977661133
22,0.46325196472869024,0.4759959141981614,31.269790410995483,0.6194392445435783,0.6408163265306123,42.460822343826294
23,0.46468053615726157,0.4780388151174668,30.349061965942383,0.6178057576452439,0.6394279877425945,39.678269386291504
24,0.4616182693710783,0.4790602655771195,27.423253774642944,0.6192349544516479,0.6414708886618999,41.11236500740051
25,0.4585551687477851,0.46578140960163433,27.891761779785156,0.6210725229826354,0.6424923391215526,39.068658113479614
